Chapter,Shlok,sanskrit,english,hindi,Doha1,Doha2,Naam
11,6,पश्यादित्यान्वसून् रुद्रानश्विनौ मरुतस्तथा | बहून्यदृष्टपूर्वाणि पश्याश्चर्याणि भारत  (6),"Behold in Me, O scion of the Bharatas, the (twelve) sons of Aditi, the (eight) vasus, the (eleven) rudras, the (twin) Ashwini Kumars, as well as the (forty-nine) maruts and many more marvels never revealed before.","हे भरतवंशी! लो अब आदिति के (बारह) पुत्रों, (आठ) वसुओं (ग्यारह) रुद्रों, (दो) अश्विनी कुमारों और उसी प्रकार से (उन्चास) मरुतों और पहले कभी न प्रकट हुए अन्य आश्चर्यों को मुझमें देखो।",मरूत रूद्र आदित्य वसु अश्विनी विविध प्रकार ,अचरज पूर्ण अपूर्व सब नये विभिन्न आकार ।। 6।।,विश्वरूप दर्शन योग
11,7,इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम् | मम देहे गुडाकेश यच्चान्यद्द्रष्टुमिच्छसि  (7),"Behold now, Arjun, the entire universe, with everything moving and non-moving, assembled together in My universal form. Whatever else you wish to see, observe it all within this universal form.",हे अर्जुन! सभी चर और अचर सहित समस्त ब्रह्माण्डों को एक साथ मेरे विश्वरूप में देखो। इसके अतिरिक्त तुम कुछ और भी देखना चाहो तो वह सब मेरे विश्वव्यापी रूप में देखो।,मेरी एक ही देह में जड - जंगम सब रूप,"जो चाहो सो देख लो अर्जुन ,सभी अनूप ।। 7।।",विश्वरूप दर्शन योग
11,8,न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा | दिव्यं ददामि ते चक्षु: पश्य मे योगमैश्वरम्  (8),"But you cannot see My cosmic form with these physical eyes of yours. Therefore, I grant you divine vision. Behold My majestic opulence!",परन्तु तुम अपनी आंखों से मेरे दिव्य ब्रह्माण्डीय स्वरूप को नहीं देख सकते हो। इसलिए मैं तुम्हें दिव्य दृष्टि प्रदान करता हूँ। अब मेरी दिव्य विभूतियों को देखो।,"चर्म चक्षुओं से नही , देख सकोगे आर्य",दिव्य चक्षु देता तुम्हें सब लख सकने अनिवार्य  ।। 8।।,विश्वरूप दर्शन योग
11,9,सञ्जय उवाच | एवमुक्त्वा ततो राजन्महायोगेश्वरो हरि: | दर्शयामास पार्थाय परमं रूपमैश्वरम्  (9),"Sanjay said: O King, having spoken thus, the Supreme Lord of Yog, Shree Krishna, displayed his divine and opulent form to Arjun.",संजय ने कहा-हे राजन! इस प्रकार से कहकर योग के स्वामी महा योगेश्वर श्रीकृष्ण ने अर्जुन को दिव्य विश्वरूप दिखाया।,ऐसा कह श्री कृष्ण ने किये रूप विस्तार,दिखलाये फिर पार्थ को निज ऐश्वर्य निखार ।। 9।।,विश्वरूप दर्शन योग
11,10,अनेकवक्त्रनयनमनेकाद्भुतदर्शनम् | अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम्  (10) दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम् | सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम्  (11),"In that cosmic form, Arjun saw unlimited faces and eyes, decorated with many celestial ornaments and wielding many kinds of divine weapons. He wore many garlands on His body and was anointed with many sweet-smelling heavenly fragrances. He revealed Himself as the wonderful and infinite Lord whose face is everywhere.",अर्जुन ने भगवान के दिव्य विराट रूप में असंख्य मुख और आंखों को देखा। उनका रूप अनेक दैवीय आभूषण से अलंकृत था और कई प्रकार के दिव्य शस्त्रों को उठाए हुए था। उन्होंने उस शरीर पर अनेक मालाएँ और वस्त्र धारण किए हुए थे जिस पर कई प्रकार की दिव्य मधुर सुगन्धिया लगी थी। वह स्वयं को आश्चर्यमय और अनंत भगवान के रूप में प्रकट कर रहे थे जिनका मुख सर्वव्याप्त था।,"अद्भुत दर्शन , मुख कई ,अनुपम नेत्र अनेक ,","अलंकार युत दिव्य कई , शस्त्र एक से एक ।। 10।।",विश्वरूप दर्शन योग
11,11,अनेकवक्त्रनयनमनेकाद्भुतदर्शनम् | अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम्  (10) दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम् | सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम्  (11),"In that cosmic form, Arjun saw unlimited faces and eyes, decorated with many celestial ornaments and wielding many kinds of divine weapons. He wore many garlands on His body and was anointed with many sweet-smelling heavenly fragrances. He revealed Himself as the wonderful and infinite Lord whose face is everywhere.",अर्जुन ने भगवान के दिव्य विराट रूप में असंख्य मुख और आंखों को देखा। उनका रूप अनेक दैवीय आभूषण से अलंकृत था और कई प्रकार के दिव्य शस्त्रों को उठाए हुए था। उन्होंने उस शरीर पर अनेक मालाएँ और वस्त्र धारण किए हुए थे जिस पर कई प्रकार की दिव्य मधुर सुगन्धिया लगी थी। वह स्वयं को आश्चर्यमय और अनंत भगवान के रूप में प्रकट कर रहे थे जिनका मुख सर्वव्याप्त था।,"दिव्य पुष्प मालायें थी , दिव्य गंध का लेप ","अचरजकारी बहुमुखी , किन्तु देह थी एक ।। 11।।",विश्वरूप दर्शन योग
11,12,दिवि सूर्यसहस्रस्य भवेद्युगपदुत्थिता | यदि भा: सदृशी सा स्याद्भासस्तस्य महात्मन:  (12),"If a thousand suns were to blaze forth together in the sky, they would not match the splendor of that great form.",यदि आकाश में हजारों सूर्य एक साथ उदय होते हैं तो भी उन सबका प्रकाश भगवान के दिव्य तेजस्वी रूप की समानता नहीं कर सकता।,"नभ में सूर्य हजार का ,हो जैसे उत्थान ","ऐसा तेज स्वरूप था ,चमक थी दिव्य महान  ।। 12।।",विश्वरूप दर्शन योग
11,13,तत्रैकस्थं जगत्कृत्स्नं प्रविभक्तमनेकधा | अपश्यद्देवदेवस्य शरीरे पाण्डवस्तदा  (13),"There Arjun could see the totality of the entire universe established in one place, in that body of the God of gods.",अर्जुन ने देवों के देव के उस दिव्य शरीर में एक ही स्थान पर स्थित समस्त ब्रह्माण्डों को देखा।,"तव ईश्वर की देह में , ही सारा संसार","अर्जुन ने देखा , प्रकट - विघटित विविध प्रकार ।। ।3।।",विश्वरूप दर्शन योग
11,14,तत: स विस्मयाविष्टो हृष्टरोमा धनञ्जय: | प्रणम्य शिरसा देवं कृताञ्जलिरभाषत  (14),"Then, Arjun, full of wonder and with hair standing on end, bowed his head before the Lord and addressed Him, with folded hands.",विश्व रूप दर्शन योग तब आश्चर्य में डूबे अर्जुन के शरीर के रोंगटे खड़े हो गए और वह मस्तक को झुकाए भगवान के समक्ष हाथ जोड़कर इस प्रकार प्रार्थना करने लगा।,"अति विस्मित , रोमांचित , हो वह पाण्डुकुमार","हाथ जोड़ , सिर झुका के करने लगा पुकार ।। 14।।",विश्वरूप दर्शन योग
11,15,अर्जुन उवाच | पश्यामि देवांस्तव देव देहेसर्वांस्तथा भूतविशेषसङ्घान् | ब्रह्माणमीशं कमलासनस्थ-मृषींश्च सर्वानुरगांश्च दिव्यान्  (15),"Arjun said: O Shree Krishna, I behold within Your body all the gods and hosts of different beings. I see Brahma seated on the lotus flower; I see Shiv, all the sages, and the celestial serpents.",अर्जुन ने कहा-मैंने आपके शरीर में सभी देवताओं और विभिन्न प्रकार के जीवों को देखा। मैंने वहाँ कमल पर आसीन ब्रह्मा और शिव तथा सभी ऋषियों और स्वर्ग के सर्पो को देखा।,"देव तुम्हारी देह में बसा , सकल संसार एक साथ सब देवता , अपलक रहे निहार","कमलासन पर जगत्पति , ब्रह्मा रहे विराज, ऋषि मुनियों की भीड़ है ,साथ वृहत अहिराज ।। 15।।",विश्वरूप दर्शन योग
11,16,अनेकबाहूदरवक्त्रनेत्रंपश्यामि त्वां सर्वतोऽनन्तरूपम् | नान्तं न मध्यं न पुनस्तवादिंपश्यामि विश्वेश्वर विश्वरूप  (16),"I see Your infinite form in every direction, with countless arms, stomachs, faces, and eyes. O Lord of the universe, whose form is the universe itself, I do not see in You any beginning, middle, or end.","मैं सभी दिशाओं में अनगिनत भुजाएँ, उदर, मुँह और आँखों के साथ आपके सर्वत्र फैले हुए अनंतरूप को देखता हूँ। हे ब्रह्माण्ड के स्वामी! आपका रूप अपने आप में अनंत है, मुझे आप में कोई आरम्भ, मध्य और अंत नहीं दिखता।","बाहु उदर मुख नेत्र कई , अगनित रूप  अनन्त सभी तरफ बस आप हैं , कहीं न कोई अन्त","विश्वेसर विस्मित हूँ मैं , देख तुम्हारा रूप , आदि न अन्त न मध्य है , सब है अजब अनूप ।। 16।।",विश्वरूप दर्शन योग
11,17,किरीटिनं गदिनं चक्रिणं चतेजोराशिं सर्वतो दीप्तिमन्तम् | पश्यामि त्वां दुर्निरीक्ष्यं समन्ताद्दीप्तानलार्कद्युतिमप्रमेयम्  (17),"I see Your form, adorned with a crown, and armed with the club and disc, shining everywhere as the abode of splendor. It is hard to look upon You in the blazing fire of Your effulgence, which is radiating like the sun in all directions.",विश्व रूप दर्शन योग मैं मुकुट से सुशोभित चक्र और गदा से सुसज्जित शस्त्रों के साथ सर्वत्र दीप्तिमान लोक के रूप में आपके रूप को देख रहा हूँ। इस चमचमाती अग्नि में आपके तेज को देख पाना कठिन है जो सभी दिशाओं से प्रस्फुटित होने वाले सूर्य के प्रकाश की भांति है।,"मुकुट गदा औ"" चक्र से तेजपुंज द्युतिमान,देख रहा मैं आपको अनायास विद्यमान।","दीप्ति अनल औ"" सूर्य सम,  आभा भव्य ललाम,चकाचौंध है प्रखर , प्रभु ! दर्शन मुश्किल काम ।। 17।।",विश्वरूप दर्शन योग
11,18,त्वमक्षरं परमं वेदितव्यंत्वमस्य विश्वस्य परं निधानम् | त्वमव्यय: शाश्वतधर्मगोप्तासनातनस्त्वं पुरुषो मतो मे  (18),"I recognize You as the supreme imperishable being, the Ultimate Truth to be known by the scriptures. You are the support of all creation; You are the eternal protector of Sanātan Dharma (the Eternal Religion); and You are the everlasting Supreme Divine Personality.",मैं आपको परम अविनाशी मानता हूँ। आप ही धार्मिक ग्रंथों द्वारा ज्ञात होने वाले परम सत्य हो। आप समस्त सृष्टि के परम आधार हो और सनातन धर्म के नित्य पालक और रक्षक हो और अविनाशी परम प्रभु हो।,"एकमात्र ज्ञातव्य प्रभु अजर , अनूप , अपार, तुम ही नाथ ! इस विश्व के एकमात्र आधार","तुम ही शाश्वत धर्म के , रक्षक प्राणाधार ,मेरा मत, चलता जगत ,प्रभु की मति अनुसार ।। 18।।",विश्वरूप दर्शन योग
11,19,अनादिमध्यान्तमनन्तवीर्य-मनन्तबाहुं शशिसूर्यनेत्रम् | पश्यामि त्वां दीप्तहुताशवक्त्रं-स्वतेजसा विश्वमिदं तपन्तम्  (19),"You are without beginning, middle, or end; Your power has no limits. Your arms are infinite; the sun and the moon are like Your eyes, and fire is like Your mouth. I see you warming the entire creation by Your radiance.","आप आदि, मध्य और अंत से रहित हैं और आपकी शक्तियों का कोई अंत नहीं है। सूर्य और चन्द्रमा आप के नेत्र हैं और अग्नि आपके मुख के तेज के समान है और मैं आपके तेज से समस्त ब्रह्माण्ड को जलते देख रहा हूँ।","आदि मध्य औ"" अन्त से ,रहित अमित विस्तार, जिसका बल अनुमेय न  , जिसके हाथ हजार","चंद्र - सूर्य हैं आँख दो , मुख ज्वाला- अंगार,जिसके दीप्त प्रकाश से भासित यह संसार ।। 19।।",विश्वरूप दर्शन योग
11,20,द्यावापृथिव्योरिदमन्तरं हिव्याप्तं त्वयैकेन दिशश्च सर्वा: | दृष्ट्वाद्भुतं रूपमुग्रं तवेदंलोकत्रयं प्रव्यथितं महात्मन्  (20),"The space between heaven and earth and all the directions is pervaded by You alone. Seeing Your wondrous and terrible form, I see the three worlds trembling in fear, O Greatest of all beings.",हे सभी जीवों के परम स्वामी! स्वर्ग और पृथ्वी के बीच के स्थान और सभी दिशाओं के बीच आप अकेले ही व्याप्त हैं। मैंने देखा है कि आपके अद्भुत और भयानक रूप को देखकर तीनों लोक भय से काँप रहे हैं।,"पृथ्वी औ"" आकाश बिच , अन्तर अमित अपार,सभी दिशाओं व्याप्त है प्रभु का ही अधिकार","देख तुम्हें इस रूप  में आकुल है संसार,थकित व्यथित त्रैलोक है देख विचित्र विकार  ।। 20।।",विश्वरूप दर्शन योग
11,21,अमी हि त्वां सुरसङ्घा विशन्तिकेचिद्भीता: प्राञ्जलयो गृणन्ति | स्वस्तीत्युक्त्वा महर्षिसिद्धसङ्घा:स्तुवन्ति त्वां स्तुतिभि: पुष्कलाभि:  (21),"All the celestial gods are taking Your shelter by entering into You. In awe, some are praising You with folded hands. The great sages and perfected beings are extolling You with auspicious hymns and profuse prayers.",स्वर्ग के सभी देवता आप में प्रवेश होकर आपकी शरण ग्रहण कर रहे हैं और कुछ भय से हाथ जोड़कर आपकी स्तुति कर रहे हैं। महर्षि और सिद्धजन पवित्र स्रोतों का पाठ कर और अनेक प्रार्थनाओं के साथ आपकी स्तुति कर रहे हैं।,"देवताओं  के संघ जो तुममें निरत प्रवेश , हाथ जोड़कर कर रहे विनती सतत विशेष","स्वस्ति , स्वस्ति यों कह रहे ऋषि व सिद्ध के संघ, करते  है प्रार्थनायें कई ,सब मिल के एक संग ।। 21 ।।",विश्वरूप दर्शन योग
11,22,रुद्रादित्या वसवो ये च साध्या विश्वेऽश्विनौ मरुतश्चोष्मपाश्च | गन्धर्वयक्षासुरसिद्धसङ्घावीक्षन्ते त्वां विस्मिताश्चैव सर्वे  (22),"The rudras, adityas, vasus, sadhyas, vishvadevas, Ashwini Kumars, maruts, ancestors, gandharvas, yakshas, asuras, and siddhas are all beholding You in wonder.","रुद्र, आदित्य, वसु, साध्यगण, विश्वदेव, दोनों अश्विनी कुमार, मरुत, पित्तर, गन्धर्व, यक्ष, असुर तथा सभी सिद्धजन आपको आश्चर्य से देख रहे हैं।","रूद्र , वसु , आदित्य सह सिद्धों का समुदाय , विश्वदेव , अश्विनी दो , मरूत औ"" पितर निकाय","यक्ष , असुर , गंधर्व सब मिल कर के एक साथ ,विस्मित हो सब तक रहे, ओर तुम्हारी नाथ।22।।",विश्वरूप दर्शन योग
11,23,रूपं महत्ते बहुवक्त्रनेत्रंमहाबाहो बहुबाहूरुपादम् | बहूदरं बहुदंष्ट्राकरालंदृष्ट्वा लोका: प्रव्यथितास्तथाहम्  (23),"O mighty Lord, in veneration of Your magnificent form with its many mouths, eyes, arms, thighs, legs, stomachs, and terrifying teeth, all the worlds are terror-stricken, and so am I.","हे सर्वशक्तिमान भगवान! अनेक मुख, नेत्र, भुजा, जांघे, पाँव, पेट तथा भयानक दांतों सहित आपके विकराल रूप को देखकर समस्त लोक भय से त्रस्त है और उसी प्रकार से मैं भी।","मुख अनेक , कई नेत्रमय बाहु औ जानु विशाल पैर औ""  उदर अनेक हैं , दाढें हैं विकराल","भयकारी यह रूप लख व्याकुल हैं सबलोग ,मैं भी हूँ भयभीत प्रभु ! देख अलौकिक योग ।।23 ।।",विश्वरूप दर्शन योग
11,24,नभ:स्पृशं दीप्तमनेकवर्णंव्यात्ताननं दीप्तविशालनेत्रम् | दृष्ट्वा हि त्वां प्रव्यथितान्तरात्माधृतिं न विन्दामि शमं च विष्णो  (24),"O Lord Vishnu, seeing Your form touching the sky, effulgent in many colors, with mouths wide open and enormous blazing eyes, my heart is trembling with fear. I have lost all courage and peace of mind.","हे विष्णु भगवान! आकाश को स्पर्श करते हुए बहु रंगों, दीप्तिमान, मुख फैलाए और चमकती हुई असंख्य आंखों से युक्त आपके रूप को देखकर मेरा हृदय भय से कांप रहा है और मैंने अपना सारा धैर्य और मानसिक संतुलन खो दिया है।",हे नभ को छूते हुये प्रभु ! व्यापक ज्यों काल जलते फैले मुख सहित दीपित नेत्र विशाल ,"विविध रंग औ"" रूप  लख मन भारी भयभीत , धैर्य - शांति सब खो गई जीवन के विपरीत ।। 24 ।।",विश्वरूप दर्शन योग
11,25,दंष्ट्राकरालानि च ते मुखानिदृष्ट्वैव कालानलसन्निभानि | दिशो न जाने न लभे च शर्मप्रसीद देवेश जगन्निवास  (25),"Having seen Your many mouths bearing Your terrible teeth, resembling the raging fire at the time of annihilation, I forget where I am and do not know where to go. O Lord of lords, You are the shelter of the universe; please have mercy on me.",प्रलय के समय की प्रचण्ड अग्नि के सदृश तुम्हारे अनेक मुखों के विकराल दांतों को देखकर मैं भूल गया हूँ कि मैं कहाँ हूँ और मुझे कहाँ जाना है। हे देवेश! आप ब्रह्माण्ड के आश्रयदाता हैं कृपया मुझ पर करुणा करो।,"प्रलय काल की अग्नि सम दाढें तव विकराल, देख तुम्हारे रूप  को है मेरा यह हाल ","न ही मेरे मन शांति है , न दिशाओं का ज्ञान, हो प्रसन्न मुझ पर दया , करिये कृपा निधान ।। 25 ।।",विश्वरूप दर्शन योग
11,26,अमी च त्वां धृतराष्ट्रस्य पुत्रा:सर्वे सहैवावनिपालसङ्घै: | भीष्मो द्रोण: सूतपुत्रस्तथासौसहास्मदीयैरपि योधमुख्यै:  (26) वक्त्राणि ते त्वरमाणा विशन्तिदंष्ट्राकरालानि भयानकानि | केचिद्विलग्ना दशनान्तरेषुसन्दृश्यन्ते चूर्णितैरुत्तमाङ्गै:  (27),"I see all the sons of Dhritarashtra, along with their allied kings, including Bheeshma, Dronacharya, Karn, and also the generals from our side, rushing headlong into Your fearsome mouths. I see some with their heads smashed between Your terrible teeth.","मैं धृतराष्ट्र के सभी पुत्रों को उनके सहयोगी राजाओं और भीष्म, द्रोणाचार्य, कर्ण तथा हमारे पक्ष के सेना नायकों सहित आपके विकराल मुख में प्रवेश करता देख रहा हूँ। इनमें से कुछ के सिरों को मैं आपके विकराल दांतों के बीच पिसता हुआ देख रहा हूँ।","सभी पुत्र धृतराष्ट्र के , नृपति जो रत संग्राम ",भीष्म द्रोण सह कर्ण सम योद्धा कई अनाम ।। 26 ।।,विश्वरूप दर्शन योग
11,27,अमी च त्वां धृतराष्ट्रस्य पुत्रा:सर्वे सहैवावनिपालसङ्घै: | भीष्मो द्रोण: सूतपुत्रस्तथासौसहास्मदीयैरपि योधमुख्यै:  (26) वक्त्राणि ते त्वरमाणा विशन्तिदंष्ट्राकरालानि भयानकानि | केचिद्विलग्ना दशनान्तरेषुसन्दृश्यन्ते चूर्णितैरुत्तमाङ्गै:  (27),"I see all the sons of Dhritarashtra, along with their allied kings, including Bheeshma, Dronacharya, Karn, and also the generals from our side, rushing headlong into Your fearsome mouths. I see some with their heads smashed between Your terrible teeth.","मैं धृतराष्ट्र के सभी पुत्रों को उनके सहयोगी राजाओं और भीष्म, द्रोणाचार्य, कर्ण तथा हमारे पक्ष के सेना नायकों सहित आपके विकराल मुख में प्रवेश करता देख रहा हूँ। इनमें से कुछ के सिरों को मैं आपके विकराल दांतों के बीच पिसता हुआ देख रहा हूँ।",दिखते घुसते मुखों में जिनमें दाँत कराल,"कुछ पिस गये , कुछ अधचबे , बड़ा बुरा है हाल ।।27 ।।",विश्वरूप दर्शन योग
11,28,यथा नदीनां बहवोऽम्बुवेगा:समुद्रमेवाभिमुखा द्रवन्ति | तथा तवामी नरलोकवीराविशन्ति वक्त्राण्यभिविज्वलन्ति  (28) यथा प्रदीप्तं ज्वलनं पतङ्गाविशन्ति नाशाय समृद्धवेगा: | तथैव नाशाय विशन्ति लोका-स्तवापि वक्त्राणि समृद्धवेगा:  (29),"As many waves of the rivers flowing rapidly into the ocean, so are all these great warriors entering into Your blazing mouths. As moths rush with great speed into the fire to perish, so are all these armies entering with great speed into Your mouths.",जिस प्रकार से नदियों की कई लहरें समुद्र में प्रवेश करती हैं उसी प्रकार से ये सब महायोद्धा आपके धधकते मुख में प्रवेश कर रहे हैं। जिस प्रकार से पतंगा तीव्र गति से अग्नि में प्रवेश कर जलकर भस्म हो जाता है उसी प्रकार से ये सेनाएँ अपने विनाश के लिए तीव्र गति से आपके मुख में प्रवेश कर रही हैं।,जैसे नदियां वेग से करतीं उदधि प्रवेश ,"वैसे ही योद्धा ये सब , तव मुख अग्नि प्रवेश ।।28 ।।",विश्वरूप दर्शन योग
11,29,यथा नदीनां बहवोऽम्बुवेगा:समुद्रमेवाभिमुखा द्रवन्ति | तथा तवामी नरलोकवीराविशन्ति वक्त्राण्यभिविज्वलन्ति  (28) यथा प्रदीप्तं ज्वलनं पतङ्गाविशन्ति नाशाय समृद्धवेगा: | तथैव नाशाय विशन्ति लोका-स्तवापि वक्त्राणि समृद्धवेगा:  (29),"As many waves of the rivers flowing rapidly into the ocean, so are all these great warriors entering into Your blazing mouths. As moths rush with great speed into the fire to perish, so are all these armies entering with great speed into Your mouths.",जिस प्रकार से नदियों की कई लहरें समुद्र में प्रवेश करती हैं उसी प्रकार से ये सब महायोद्धा आपके धधकते मुख में प्रवेश कर रहे हैं। जिस प्रकार से पतंगा तीव्र गति से अग्नि में प्रवेश कर जलकर भस्म हो जाता है उसी प्रकार से ये सेनाएँ अपने विनाश के लिए तीव्र गति से आपके मुख में प्रवेश कर रही हैं।,जैसे ज्वाला प्रति सहज खिंच जलते हैं पतंग,त्यों तव मुख में प्रविश यह इनका मरण प्रसंग ।। 29 ।।,विश्वरूप दर्शन योग
11,30,लेलिह्यसे ग्रसमान: समन्ता-ल्लोकान्समग्रान्वदनैर्ज्वलद्भि: | तेजोभिरापूर्य जगत्समग्रंभासस्तवोग्रा: प्रतपन्ति विष्णो  (30),"With Your fiery tongues You are licking up the hosts of living beings on all sides and devouring them with Your blazing mouths. O Vishnu, You are scorching the entire universe with the fierce, all-pervading rays of Your effulgence.",तुम अपनी तीक्ष्ण जिह्वा से समस्त दिशाओं के जीव समूहों को चाट रहे हो और उन्हें अपने प्रज्जवलित मुखों में निगल रहे हो। हे विष्णु! आप अपने सर्वत्र फैले प्रचंड तेज की किरणों से समस्त ब्रह्माण्ड को भीषणता से झुलसा रहे हो।,ज्वलित मुखों में भर इन्हें चाट रहे जो आप,उग्र  ताप संतप्त जग में छाया परिताप ।। 30 ।।,विश्वरूप दर्शन योग
11,31,आख्याहि मे को भवानुग्ररूपोनमोऽस्तु ते देववर प्रसीद | विज्ञातुमिच्छामि भवन्तमाद्यंन हि प्रजानामि तव प्रवृत्तिम्  (31),"Tell me who You are, so fierce of form. O God of gods, I bow before You; please bestow Your mercy on me. You, who existed before all creation, I wish to know who You are, for I do not comprehend Your nature and workings.", हे देवेश! कृपया मुझे बताएं कि अति उग्र रूप में आप कौन हैं? मैं आपको प्रणाम करता हूँ। कृपया मुझ पर करुणा करें। आप समस्त सृष्टियों से पूर्व आदि भगवान हैं। मैं आपको जानना चाहता हूँ और मैं आपकी प्रकृति और प्रयोजन को नहीं समझ पा रहा हूँ।,"उग्र रूप  तुम कौन प्रभु ! तुम्हें नमन , समझाओ ","प्रवृति न जानूं  आपकी , अब प्रसन्न हो जाओ ।। 31 ।।",विश्वरूप दर्शन योग
11,32,श्रीभगवानुवाच | कालोऽस्मि लोकक्षयकृत्प्रवृद्धोलोकान्समाहर्तुमिह प्रवृत्त: | ऋतेऽपि त्वां न भविष्यन्ति सर्वेयेऽवस्थिता: प्रत्यनीकेषु योधा:  (32),"The Supreme Lord said: I am mighty Time, the source of destruction that comes forth to annihilate the worlds. Even without your participation, the warriors arrayed in the opposing army shall cease to exist.","परम प्रभु ने कहा-“मैं प्रलय का मूलकारण और महाकाल हूँ जो जगत का संहार करने के लिए आता है। तुम्हारे युद्ध में भाग लेने के बिना भी युद्ध की व्यूह रचना में खड़े विरोधी पक्ष के योद्धा मारे जाएंगे।""","विश्व विनाशक काल हूँ , करने महाविनाश ",बिना तेरे भी युद्ध में सबका होगा नाश ।। 32 ।।,विश्वरूप दर्शन योग
11,33,तस्मात्त्वमुत्तिष्ठ यशो लभस्वजित्वा शत्रून्भुङ् क्ष्व राज्यं समृद्धम् | मयैवैते निहता: पूर्वमेवनिमित्तमात्रं भव सव्यसाचिन्  (33),"Therefore, arise and attain honor! Conquer your foes and enjoy prosperous rulership. These warriors stand already slain by Me, and you will only be an instrument of My work, O expert archer.",इसलिए उठो युद्ध करो और यश अर्जित करो। अपने शत्रुओं पर विजय पाकर समृद्ध राज्य का भोग करो। ये सब योद्धा पहले ही मेरे द्वारा मारे जा चुके हैं। हे श्रेष्ठ धनुर्धर! तुम तो मेरे कार्य को सम्पन्न करने का केवल निमित्त मात्र हो।,"तो उठ , यश पा , जीत अरि , भोग राज्य समृद्ध।","मैनें पहले ही हने , निमित्त मात्र कर युद्ध ।। 33 ।।",विश्वरूप दर्शन योग
11,34,द्रोणं च भीष्मं च जयद्रथं चकर्णं तथान्यानपि योधवीरान् | मया हतांस्त्वं जहि मा व्यथिष्ठायुध्यस्व जेतासि रणे सपत्नान्  (34),"Dronacharya, Bheeshma, Jayadratha, Karn, and other brave warriors have already been killed by Me. Therefore, slay them without being disturbed. Just fight and you will be victorious over your enemies in battle.","द्रोणाचार्य, भीष्म, जयद्रथ, कर्ण और अन्य महायोद्धा पहले ही मेरे द्वारा मारे जा चुके हैं। इसलिए बिना विक्षुब्ध हुए इनका वध करो, केवल युद्ध करो और तुम अपने शत्रुओं पर विजय पाओगे।","द्रोण , भीष्म , जयद्रथ तथा कर्ण , अन्य कई वीर ",मैनें मारे पूर्व ही जीत युद्ध रख धीर ।। 34 ।।,विश्वरूप दर्शन योग
11,35,सञ्जय उवाच | एतच्छ्रुत्वा वचनं केशवस्यकृताञ्जलिर्वेपमान: किरीटी | नमस्कृत्वा भूय एवाह कृष्णंसगद्गदं भीतभीत: प्रणम्य  (35),"Sanjay said: Hearing these words of Keshav, Arjun trembled with dread. With palms joined, he bowed before Shree Krishna and spoke in a faltering voice, overwhelmed with fear.",संजय ने कहा- केशव के इन वचनों को सुनकर अर्जुन ने भय से कांपते हुए अपने दोनों हाथों को जोड़कर श्रीकृष्ण को नमस्कार किया और अवरुद्ध स्वर में भयभीत होकर श्रीकृष्ण से इस प्रकार कहा।,"केशव के ये वचन सुन , कॅंप , कर विनत प्रणाम ",अर्जुन बोले कृष्ण से फिर ये वचन ललाम। ।। 35 ।।,विश्वरूप दर्शन योग
11,36,अर्जुन उवाच | स्थाने हृषीकेश तव प्रकीर्त्याजगत्प्रहृष्यत्यनुरज्यते च | रक्षांसि भीतानि दिशो द्रवन्तिसर्वे नमस्यन्ति च सिद्धसङ्घा:  (36),"Arjun said: O Master of the senses, it is but apt that the universe rejoices in giving You praise and is enamored by You. Demons flee fearfully from You in all directions and hosts of perfected saints bow to You.","अर्जुन ने कहाः हे हृषीकेश! ये उचित है कि आपके नाम, श्रवण और यश गान से संसार हर्षित होता है। असुर गण आपसे भयभीत होकर सभी दिशाओं की ओर भागते रहते हैं और सिद्ध महात्माओं के समुदाय आपको नमस्कार करते हैं।","सच , प्रभु कीर्तन आपका देता सुख - आनंद ","असुरों को भय आपका , साधक परम प्रसन्न । ।। 36 ।।",विश्वरूप दर्शन योग
11,37,कस्माच्च ते न नमेरन्महात्मन्गरीयसे ब्रह्मणोऽप्यादिकर्त्रे | अनन्त देवेश जगन्निवासत्वमक्षरं सदसतत्परं यत्  (37),"O Great One, who are even greater than Brahma, the original creator, why should they not bow to you? O Limitless One, O Lord of the devatās, O Refuge of the universe, You are the imperishable reality beyond both the manifest and the non-manifest.","हे सर्वश्रेष्ठ! आप ब्रह्मा से श्रेष्ठ और आदि सृष्टा हो तब फिर वह आपको नमस्कार क्यों न करें? हे अनंत, हे देवेश, हे जगत के आश्रयदाता आप सभी कारणों के कारण और अविनाशी हैं। आप व्यक्त और अव्यक्त से परे अविनाशी सत्य हो।",ब्रह्मा देव से भी बड़े व्यापक देव महान,"अक्षर आप ओंकार को , क्यों न करें प्रणाम । ।। 37 ।।",विश्वरूप दर्शन योग
